,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster
2195,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
23039,White,Male,30,Local-gov,13,Adm-clerical,<=50K,>50K,-0.40487618,0.352454159,1
48209,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
48021,White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.119707162,0.521222245,2
2595,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
17613,White,Male,40,Private,9,Exec-managerial,<=50K,>50K,-0.314681489,0.078900079,1
41457,White,Female,20,Private,12,Adm-clerical,<=50K,<=50K,0.040951613,-0.4258977,0
38318,White,Female,40,Local-gov,9,Exec-managerial,<=50K,<=50K,-0.302464114,0.42164561,1
3552,White,Male,50,Local-gov,9,Craft-repair,<=50K,>50K,-0.31461048,0.173441591,1
48263,White,Male,70,Private,9,Sales,<=50K,<=50K,0.288262423,0.063778441,0
12564,White,Female,30,Private,14,Prof-specialty,<=50K,>50K,-0.444518239,0.771866316,1
45669,White,Male,50,Private,13,Sales,>50K,>50K,-0.318798307,0.094861506,1
18907,White,Female,40,Unknown,10,Unknown,<=50K,<=50K,1.999001289,0.816692003,2
12700,White,Male,30,Private,12,Tech-support,>50K,<=50K,-0.279871479,-0.107563038,0
4848,White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.376253077,0.475275799,1
38625,White,Male,20,Self-emp-not-inc,13,Protective-serv,<=50K,>50K,-0.347378153,0.492279558,1
14840,White,Female,20,Private,11,Adm-clerical,<=50K,<=50K,0.001174589,-0.428374158,0
25384,White,Male,20,Private,9,Other-service,<=50K,<=50K,0.050843544,-0.616758993,0
31610,White,Male,40,State-gov,9,Craft-repair,<=50K,<=50K,-0.366520801,0.23763601,1
846,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577,0.162549521,1
29046,White,Male,20,Private,2,Craft-repair,<=50K,<=50K,-0.001263122,-0.536144732,0
29277,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
30297,White,Male,30,Private,11,Transport-moving,<=50K,<=50K,-0.281750115,-0.21269513,0
24581,Non-White,Female,20,Private,9,Other-service,<=50K,<=50K,0.220603452,-0.802725831,0
32992,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.133063213,-0.525688205,0
30464,White,Male,40,Private,11,Exec-managerial,>50K,>50K,-0.40110882,0.231333814,1
33461,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529,-0.574023977,0
470,White,Female,10,Unknown,10,Unknown,<=50K,<=50K,2.475041159,0.395865921,2
24257,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
45094,White,Male,60,Private,4,Transport-moving,<=50K,>50K,0.192024906,-0.016445414,0
34140,Non-White,Female,30,Local-gov,10,Exec-managerial,<=50K,<=50K,-0.183559015,0.245725478,1
43826,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
3987,Non-White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.320178502,0.364322218,1
23468,White,Male,60,Local-gov,9,Craft-repair,<=50K,<=50K,-0.057748855,0.288441506,1
9204,Non-White,Female,30,Private,15,Prof-specialty,>50K,>50K,-0.395039591,0.845111707,1
35441,Non-White,Female,20,Private,4,Machine-op-inspct,<=50K,<=50K,0.260737395,-0.656375421,0
1377,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
8086,White,Male,50,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.362219993,0.540119704,1
11653,White,Male,30,Private,11,Sales,<=50K,>50K,-0.271110314,-0.171190434,0
12456,White,Female,20,Private,6,Sales,<=50K,<=50K,0.244476131,-0.587639424,0
9274,White,Female,60,Self-emp-not-inc,10,Exec-managerial,<=50K,<=50K,0.066996382,0.456281444,1
35652,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.162707656,0.060264289,0
26817,White,Female,40,Private,13,Other-service,<=50K,>50K,-0.137337956,-0.129938225,0
43923,White,Male,20,Private,12,Other-service,<=50K,<=50K,0.004193237,-0.4618488,0
22285,White,Female,60,Unknown,9,Unknown,<=50K,<=50K,2.250873576,0.849714374,2
36697,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.174325102,0.166176516,1
20358,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529,-0.574023977,0
14105,White,Male,20,Self-emp-not-inc,10,Exec-managerial,>50K,>50K,-0.177855364,0.202802572,1
22847,White,Male,40,Local-gov,9,Other-service,<=50K,<=50K,-0.209618787,0.040092087,0
24553,White,Male,10,Private,9,Sales,<=50K,<=50K,0.266814862,-0.623106233,0
25925,Non-White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,0.029991162,-0.616748218,0
47725,White,Female,20,Private,10,Sales,<=50K,<=50K,0.101743197,-0.460008233,0
19239,White,Female,20,Private,9,Craft-repair,<=50K,<=50K,0.026238023,-0.532822669,0
33033,White,Female,30,Private,9,Exec-managerial,<=50K,<=50K,-0.176454131,-0.117457197,0
30450,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
38628,White,Male,10,Private,9,Farming-fishing,<=50K,<=50K,0.263088321,-0.474648259,0
48197,White,Male,50,State-gov,16,Prof-specialty,>50K,>50K,-0.721534883,1.600764269,1
24,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
30383,Non-White,Female,50,Private,9,Adm-clerical,<=50K,<=50K,0.017981285,-0.47826926,0
14579,White,Male,20,Private,4,Handlers-cleaners,<=50K,<=50K,0.123118063,-0.505496883,0
34383,White,Female,50,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.228153741,0.284904063,1
14411,White,Male,40,Private,15,Exec-managerial,>50K,>50K,-0.532415039,0.882431302,1
28954,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
35981,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
1347,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
46460,White,Male,20,Private,10,Other-service,<=50K,<=50K,0.089132043,-0.560381526,0
47474,Non-White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.401479374,0.290688231,1
30807,White,Male,30,Local-gov,3,Handlers-cleaners,<=50K,<=50K,-0.170721863,-0.130098586,0
27196,White,Male,10,Unknown,8,Unknown,<=50K,<=50K,2.505984544,0.260025542,2
34165,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
46719,White,Male,30,Private,12,Sales,<=50K,<=50K,-0.23133329,-0.168713976,0
17430,White,Male,40,State-gov,9,Protective-serv,<=50K,>50K,-0.423122436,0.558365929,1
27623,White,Male,40,Private,13,Sales,>50K,>50K,-0.352097468,0.120461582,1
45493,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.282356406,-0.033443821,0
34465,White,Male,20,Private,9,Farming-fishing,<=50K,<=50K,-0.053957176,-0.292914469,0
27331,White,Female,40,Local-gov,9,Other-service,<=50K,<=50K,-0.095933453,-0.03492117,0
28820,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.30832699,-0.187627403,0
29774,White,Female,60,Local-gov,9,Other-service,<=50K,<=50K,0.194227332,0.054478668,0
15025,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
23677,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
8628,White,Male,30,Private,4,Machine-op-inspct,<=50K,<=50K,-0.043474862,-0.35266031,0
3065,White,Male,50,Private,9,Other-service,<=50K,<=50K,-0.074851667,-0.403266778,0
42842,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
48217,White,Male,40,Private,11,Prof-specialty,<=50K,>50K,-0.458035304,0.501325076,1
41320,White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,-0.026083413,-0.505794637,0
38253,White,Female,20,Private,9,Exec-managerial,<=50K,<=50K,-0.042001783,-0.23520547,0
44679,White,Female,50,Private,3,Sales,<=50K,<=50K,0.001568796,-0.325062654,0
8659,White,Female,30,Unknown,10,Unknown,<=50K,<=50K,2.023543313,0.695347985,2
21656,White,Male,20,State-gov,9,Exec-managerial,<=50K,<=50K,-0.275766235,0.296160917,1
27263,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
13202,White,Male,10,Unknown,10,Unknown,<=50K,<=50K,2.361355825,0.470879178,2
41128,White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.376253077,0.475275799,1
19717,Non-White,Male,20,Private,6,Other-service,<=50K,<=50K,0.287939552,-0.798966298,0
46214,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
33211,Non-White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.143676496,-0.691761475,0
5748,White,Male,40,Self-emp-not-inc,12,Exec-managerial,<=50K,<=50K,-0.421788543,0.54042759,1
17271,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.281382327,0.053300002,0
2031,White,Male,30,Private,13,Craft-repair,<=50K,>50K,-0.364772119,-0.017319405,0
33082,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.30689843,0.087900198,1
27949,White,Male,20,Self-emp-inc,13,Adm-clerical,<=50K,<=50K,-0.288082039,0.247389332,1
24567,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
19110,White,Female,10,Private,7,Sales,<=50K,<=50K,0.604859239,-0.849317396,0
7428,White,Female,20,Private,10,Sales,<=50K,<=50K,0.101743197,-0.460008233,0
20552,White,Female,40,Private,9,Prof-specialty,<=50K,<=50K,-0.25792264,0.273878084,1
23308,Non-White,Female,10,Private,11,Adm-clerical,<=50K,<=50K,0.374294662,-0.721061529,0
10761,White,Female,40,Private,10,Prof-specialty,<=50K,>50K,-0.219634141,0.330255551,1
18285,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
39799,White,Male,20,Private,10,Transport-moving,<=50K,<=50K,-0.022581936,-0.426499672,0
36914,White,Male,60,Private,13,Prof-specialty,>50K,>50K,-0.224319648,0.761032912,1
29089,White,Female,10,Private,10,Sales,<=50K,<=50K,0.418788695,-0.641742023,0
20000,White,Female,30,Private,11,Prof-specialty,<=50K,>50K,-0.319807947,0.304967801,1
20504,White,Male,30,Self-emp-not-inc,11,Exec-managerial,<=50K,<=50K,-0.437023543,0.416607114,1
14286,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
3702,Non-White,Male,20,State-gov,10,Protective-serv,<=50K,<=50K,-0.169764989,0.264697523,1
27118,White,Female,30,Private,13,Priv-house-serv,<=50K,>50K,-0.011569157,-0.336281779,0
27667,White,Female,10,Private,7,Priv-house-serv,<=50K,<=50K,0.807160192,-1.109703483,0
35604,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
38269,Non-White,Male,20,Private,9,Tech-support,<=50K,<=50K,-0.042694249,-0.491175086,0
48575,White,Male,10,Private,8,Other-service,<=50K,<=50K,0.550806259,-0.952968953,0
34306,White,Male,40,Self-emp-not-inc,5,Farming-fishing,<=50K,<=50K,-0.143581641,0.224134563,1
32585,Non-White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.368180213,0.265088155,1
25683,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
28805,White,Male,30,Local-gov,9,Craft-repair,<=50K,>50K,-0.323367617,0.07769765,1
4908,Non-White,Male,10,Private,7,Other-service,<=50K,<=50K,0.64832266,-1.060644271,0
14053,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
43368,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
7130,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
21547,White,Male,20,Private,12,Prof-specialty,<=50K,<=50K,-0.259263908,0.264709243,1
29833,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.133063213,-0.525688205,0
5529,White,Female,60,Unknown,9,Unknown,<=50K,<=50K,2.250873576,0.849714374,2
43705,White,Female,40,Private,13,Exec-managerial,<=50K,>50K,-0.343868616,0.326628555,1
39605,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
35017,White,Male,30,Private,9,Prof-specialty,<=50K,>50K,-0.347065949,0.227547322,1
35378,White,Female,20,Private,9,Priv-house-serv,<=50K,<=50K,0.265755651,-0.776771787,0
40950,White,Female,40,Private,10,Adm-clerical,<=50K,<=50K,-0.033103952,-0.285338135,0
43072,White,Female,50,Private,10,Tech-support,<=50K,<=50K,-0.072490202,-0.18536508,0
35892,White,Female,30,Private,9,Exec-managerial,<=50K,<=50K,-0.176454131,-0.117457197,0
37232,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
11535,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864808,-0.243784847,0
42080,White,Male,20,Private,13,Adm-clerical,<=50K,<=50K,-0.168955874,-0.183052903,0
14307,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
5490,White,Male,20,Private,12,Machine-op-inspct,<=50K,<=50K,-0.077401749,-0.453437985,0
16478,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.424254788,0.376041736,1
11329,White,Female,20,Local-gov,10,Prof-specialty,<=50K,<=50K,-0.162107727,0.508922047,1
29405,Non-White,Male,20,Private,13,Adm-clerical,<=50K,<=50K,-0.112881298,-0.294006484,0
20027,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.412554216,0.4270789,1
3759,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
10487,Non-White,Male,30,Local-gov,13,Exec-managerial,>50K,>50K,-0.478405309,0.587103002,1
13543,Non-White,Female,20,Private,3,Machine-op-inspct,<=50K,<=50K,0.202817775,-0.816484186,0
43186,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
47072,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
5949,White,Male,60,Private,11,Craft-repair,<=50K,>50K,-0.042708228,0.023116453,0
14933,White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.012205087,-0.44941717,0
43838,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.174325102,0.166176516,1
6831,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
1044,White,Male,40,Private,11,Exec-managerial,>50K,>50K,-0.40110882,0.231333814,1
32896,White,Male,60,Local-gov,14,Prof-specialty,>50K,<=50K,-0.394052769,1.475382217,1
18121,Non-White,Male,40,Federal-gov,9,Transport-moving,<=50K,>50K,-0.241086988,-0.136039723,0
25300,White,Male,40,Local-gov,9,Exec-managerial,<=50K,>50K,-0.416149447,0.496658867,1
38557,Non-White,Female,10,Private,9,Other-service,<=50K,<=50K,0.53764895,-0.984459622,0
48050,White,Male,40,Private,11,Exec-managerial,>50K,>50K,-0.40110882,0.231333814,1
17812,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
5967,White,Male,30,Local-gov,14,Prof-specialty,>50K,<=50K,-0.659671531,1.264638362,1
45388,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
3301,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192,-0.580807894,0
10461,White,Male,60,Private,9,Adm-clerical,<=50K,<=50K,0.105083001,-0.177302507,0
31046,White,Male,30,Private,3,Craft-repair,<=50K,<=50K,-0.15809035,-0.362230308,0
3732,White,Male,70,State-gov,16,Prof-specialty,>50K,>50K,-0.257346615,1.892422938,1
24303,White,Female,20,Private,10,Prof-specialty,<=50K,<=50K,-0.060639768,0.091163259,0
1774,White,Female,40,Private,4,Adm-clerical,<=50K,<=50K,0.050336477,-0.203776006,0
33009,White,Female,30,Unknown,10,Unknown,<=50K,<=50K,2.023543313,0.695347985,2
21348,White,Female,30,Private,13,Other-service,<=50K,<=50K,-0.112795932,-0.251282243,0
11647,White,Male,40,Private,6,Machine-op-inspct,<=50K,>50K,-0.008724381,-0.440509611,0
22033,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
12169,White,Male,40,Private,11,Sales,<=50K,>50K,-0.295652338,-0.049846416,0
40675,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
40568,White,Male,40,Local-gov,10,Protective-serv,>50K,>50K,-0.366222776,0.576149054,1
14985,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
29842,White,Male,30,Self-emp-not-inc,9,Exec-managerial,<=50K,>50K,-0.350596212,0.264173378,1
46860,White,Male,70,Private,6,Handlers-cleaners,<=50K,<=50K,0.520903626,-0.209539318,0
7527,White,Male,40,Federal-gov,13,Prof-specialty,>50K,>50K,-0.59177719,0.89033178,1
36259,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.333319474,0.405268808,1
7723,White,Male,40,Unknown,10,Unknown,<=50K,>50K,1.885315956,0.89170526,2
29748,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
30187,White,Male,30,Private,4,Handlers-cleaners,<=50K,<=50K,-0.011334285,-0.38774861,0
29829,Non-White,Female,20,Private,11,Prof-specialty,<=50K,<=50K,-0.129281024,0.076265947,0
29991,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
30204,White,Male,40,Private,10,Handlers-cleaners,<=50K,>50K,-0.119316738,-0.34796672,0
15027,White,Male,40,State-gov,9,Protective-serv,<=50K,>50K,-0.423122436,0.558365929,1
45130,Non-White,Female,20,Private,10,Tech-support,<=50K,<=50K,0.109279584,-0.509810876,0
33307,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
13433,White,Male,30,Private,5,Transport-moving,<=50K,<=50K,-0.065496129,-0.393789444,0
18582,White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.039677634,-0.587059012,0
21445,White,Male,40,Self-emp-not-inc,10,Exec-managerial,<=50K,>50K,-0.336849737,0.441894864,1
31741,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
32043,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
20994,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
36247,White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,-0.026083413,-0.505794637,0
37479,White,Female,50,Private,9,Machine-op-inspct,<=50K,<=50K,-0.042761319,-0.469869221,0
35209,White,Male,50,State-gov,11,Prof-specialty,>50K,>50K,-0.544815261,0.93207813,1
21518,White,Male,20,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.147904058,-0.151192094,0
35938,White,Female,10,Private,6,Other-service,<=50K,<=50K,0.662595807,-0.944759764,0
31390,Non-White,Male,50,Federal-gov,13,Tech-support,<=50K,>50K,-0.388558676,0.263757569,1
26139,White,Female,50,Self-emp-inc,9,Sales,<=50K,>50K,-0.181366678,0.12754875,1
33546,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
24299,White,Female,20,Private,14,Exec-managerial,<=50K,>50K,-0.253139407,0.384126781,1
6183,White,Male,40,Local-gov,12,Protective-serv,>50K,>50K,-0.451161582,0.674681781,1
34641,White,Female,40,Unknown,5,Unknown,<=50K,<=50K,2.090539444,0.731653958,2
23935,Non-White,Female,40,Private,11,Adm-clerical,<=50K,<=50K,-0.101745208,-0.300235447,0
1904,White,Female,20,Federal-gov,10,Handlers-cleaners,<=50K,<=50K,0.076066212,-0.443373563,0
15540,Non-White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.100372077,-0.505809545,0
30248,Non-White,Male,40,Private,9,Craft-repair,<=50K,<=50K,-0.190367108,-0.329670702,0
31574,White,Male,60,State-gov,16,Prof-specialty,>50K,>50K,-0.464673259,1.715764183,1
5972,White,Male,40,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.576680115,0.832084047,1
3085,White,Male,60,Private,4,Transport-moving,<=50K,>50K,0.192024906,-0.016445414,0
11074,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
46337,White,Female,20,Unknown,7,Unknown,<=50K,<=50K,2.344066206,0.370024339,2
22092,White,Female,30,Private,14,Prof-specialty,<=50K,>50K,-0.444518239,0.771866316,1
14120,Non-White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.181964995,-0.635384008,0
41950,White,Male,40,Private,9,Handlers-cleaners,<=50K,<=50K,-0.157605237,-0.404344187,0
21622,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
44691,White,Female,30,Private,11,Tech-support,<=50K,>50K,-0.20596317,-0.185052752,0
14000,White,Male,40,Self-emp-inc,9,Sales,>50K,>50K,-0.328351173,0.228162083,1
15238,White,Female,40,Private,10,Adm-clerical,<=50K,<=50K,-0.033103952,-0.285338135,0
25200,White,Male,20,Private,10,Transport-moving,<=50K,<=50K,-0.022581936,-0.426499672,0
8048,White,Male,50,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.661912512,1.451028457,1
34377,White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.039677634,-0.587059012,0
26943,Non-White,Female,10,Unknown,7,Unknown,<=50K,<=50K,2.717186278,0.077336967,2
6604,White,Female,60,Private,4,Other-service,<=50K,<=50K,0.417424219,-0.225340525,0
27622,White,Female,50,State-gov,9,Adm-clerical,<=50K,<=50K,-0.158172409,0.089037452,0
1809,White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.012205087,-0.44941717,0
25542,White,Male,20,Private,10,Other-service,<=50K,<=50K,0.089132043,-0.560381526,0
34425,White,Female,40,Private,7,Priv-house-serv,<=50K,<=50K,0.331120323,-0.688877401,0
28134,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864808,-0.243784847,0
6634,White,Male,20,Federal-gov,10,Exec-managerial,<=50K,<=50K,-0.194695373,0.114883959,1
19171,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.189745814,-0.369255887,0
40649,White,Female,70,Unknown,7,Unknown,<=50K,<=50K,2.682559263,0.875175223,2
40359,White,Male,10,Private,7,Handlers-cleaners,<=50K,<=50K,0.542793676,-0.976368175,0
5980,White,Male,20,Private,7,Other-service,<=50K,<=50K,0.275202588,-0.767956899,0
5289,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192,-0.580807894,0
